-2.392719829248867672e-03,1.994959313990464847e-03
-2.664323445414394729e-04,-3.337227582350299829e-03
-2.762923052240323207e-03,-1.888459424375990830e-03
1.269389535363789432e-03,1.169317780807778906e-03
2.549687801049021953e-03,-3.864522747160025699e-03
-6.088558411223659282e-04,1.137491412613750048e-03
-8.445874192727692228e-03,-1.042748423677932200e-04
1.484694919742128539e-03,3.037190451175771164e-03
-4.245253854860069932e-03,6.978006536857227866e-04
-3.649294690387506254e-03,-9.718709018552213928e-05
3.097678810599409620e-03,2.106647832562614456e-03
1.027546587578251981e-04,-2.885888178561830009e-04
4.581277866004897920e-03,6.444898332583257712e-04
-7.027683699307721819e-03,-4.161267005427190559e-03
4.097677188976037166e-03,-2.042756973904821544e-03
-4.266961127087099412e-04,-3.668200778943064497e-03
5.289787421108363679e-04,-1.146423760684086831e-03
-6.781500484964481969e-03,-9.035006869383915926e-04
1.154797695228752764e-03,4.399940958828019448e-04
-3.955121553458033554e-03,4.162538100605851256e-03
4.319154444368583125e-03,-3.693868223400896089e-04
2.097687356156118692e-04,4.029691243744483974e-03
5.619936378394104100e-03,9.599410102538197829e-05
2.276832725643777172e-03,-4.506908937379459787e-05
9.592145376090931022e-04,1.598463532403539874e-04
2.154049106329731372e-03,-2.117289816149227691e-03
-4.752797217223801024e-03,1.268354150438202497e-04
5.601385551547489496e-04,-2.932218935322561913e-03
2.437471619659709043e-03,-1.871436297194494251e-03
-1.032528505331695504e-02,-3.516365892504816175e-03
-3.170127089300621491e-04,1.046809222194706101e-03
-2.769419646301564310e-03,3.206109294527823526e-03
3.802367395834807713e-04,4.975765949126779823e-03
-1.743692005075567165e-03,2.811710921584202431e-03
1.317620381473972885e-03,7.674188403919089392e-05
3.953753624538237921e-03,-7.158823691326811692e-04
-2.303098937696868454e-03,-1.832036556617466306e-03
-1.008226147728252895e-03,1.429255514269097294e-03
2.032330666422836780e-03,4.080624002415812919e-03
3.632259249713706080e-04,-1.399151550350683382e-03
1.427585681742755876e-03,-9.119195732349140394e-04
-2.940117918810766090e-03,3.543774220871579242e-03
4.136617047093219500e-03,-8.347570590502916650e-04
-1.535512530687133180e-04,-4.740255450652992864e-03
-9.364308387413233445e-03,1.340224944728823919e-03
4.436638668003859386e-03,-3.608916146636611481e-03
-1.145061125417022076e-02,6.855164277243384245e-04
-1.629941055664251839e-03,1.920230192434941880e-03
4.648516501271436792e-03,-2.508745669072524973e-03
4.524275007311485096e-03,1.246812902659605836e-03
3.394624920614333630e-03,1.365145448493695207e-03
3.227007085559956308e-03,2.200925844410024819e-03
4.360317353184304558e-03,-1.042111472913993147e-04
-5.262579127842186358e-03,-1.618231756739308292e-03
3.534143984895884148e-04,3.733700864983165342e-03
2.989583827255069218e-03,-4.011267141450613051e-05
-8.823361653911711289e-03,-2.196110090538037820e-03
-4.345041710562642587e-03,-5.602713934395320283e-04
-9.875005285680347068e-04,1.926538160631795292e-04
-7.229997677638122858e-03,6.334243958026490639e-04
8.185764010315260252e-04,-3.516383452203734623e-03
-2.416359855157069577e-05,1.489762783690085643e-03
-1.503890571501100264e-03,-1.878279416149752738e-03
-5.238349555499019830e-03,-3.427249498562916371e-04
-1.916109636967572695e-03,2.808879854647894792e-03
-5.914062663420621702e-04,-1.210156706218691158e-03
8.780532863539061402e-04,-4.340857415325870858e-04
1.567675849806045773e-03,-4.877680279160648280e-04
1.680452642364039162e-03,-2.083915223218991888e-03
2.579966979224079912e-04,2.849778871692045337e-04
-3.127715492816256649e-03,1.322877106438900960e-03
6.546520636747245976e-04,-3.138399960035030364e-04
2.286808606894292616e-03,6.295575019873300574e-04
-8.523668532450367086e-04,2.551292654159757322e-03
-3.367966100058241113e-04,-4.601161645092193410e-04
4.539608483272253477e-03,-1.550298992513013483e-03
-5.674927456589455663e-04,-2.803183562243173783e-03
-4.048408835301563029e-03,-4.045136276062190860e-03
-2.976786530363577637e-03,-1.972849345338719904e-03
2.652789607506533375e-03,7.850900125637997251e-04
2.306165780522430320e-03,3.064097578034715580e-04
3.410710598814110667e-03,-1.986532118462225761e-03
-3.743674153892774178e-03,1.737601830649068051e-03
3.405030003751744437e-03,-4.150870129486672225e-04
3.467721480565406477e-03,2.841966140965842538e-04
-2.206396870678860832e-03,2.163451488575107284e-03
1.584889487984339918e-03,-3.460314844360844189e-03
-5.082185739791414024e-04,8.841164574540623725e-04
-3.729321500828098029e-03,1.133022916295526401e-04
5.840685933805099192e-03,2.834899863375307544e-03
-5.022412539741748227e-03,3.487972866853958831e-04
6.683086224452417998e-03,-2.032005234994468685e-05
2.077884839469239242e-03,1.181702968477817009e-03
4.817526254513996610e-03,8.243115419652103293e-04
4.004159859353327404e-03,-1.505081965447664216e-03
5.506348342121138162e-03,1.170135540874765430e-03
9.534278358233481054e-04,-1.807072085223738718e-03
-7.165464686580279470e-03,-1.921633033977300639e-03
4.890486636510761077e-03,-2.387023479263823775e-03
2.988626281298031179e-03,1.935531554362213027e-04
1.629035345597267198e-03,-1.368848302833421517e-03
1.443136051875184298e-03,5.111445737888717193e-04
-4.409420789759666351e-03,-1.653575185648256110e-03
2.499126133976220044e-04,-5.264616771112741976e-03
4.035143094226675657e-03,-1.920522325796591556e-03
-5.346855850042982802e-04,4.256212534194698670e-04
-2.792657448030148176e-03,3.187647556187589958e-03
-5.955118147639400401e-03,-2.343118141101561362e-03
-4.301497994286151288e-03,-2.293002283558277701e-03
-4.435059012118877826e-03,5.907168363954786198e-04
